#key	name	year	genre	developer	players
AndroMan on the Moon (USA) (Proto)	Androman On The Moon	1984	Action / Labyrinth/Action	Western Technologies	1
Angeln I (Germany)	Fishing		Fishing/Hunting and Fishing	Cooper Black	1-2
Angriff der Luftflotten (Germany)	M.A.D.	1982		U.S. Games	1-2
Aquaventure (USA) (Proto) (1983-08-12)	Aquaventure	1983		Gary Shannon, Tod Frye	1
Armor Ambush (USA)	Armor Ambush	1982	Shooter/Shooter / Vehicle, TPV	M Network	1-2
Artillery Duel (USA) (Alt)	Artillery Duel	1983	Strategy	Xonox	2
Artillery Duel (USA)	Artillery Duel	1983	Strategy	Xonox	2
Assault (USA)	Assault	1983		Bomb	1
Asteroids (Japan, USA) (En)	Asteroids	1981	Shoot'em Up	Atari	1-2
Asteroids (USA)	Asteroids	1981	Shoot'em Up	Atari	1-2
Astroblast (USA)	Astroblast	1982	Shooter	Mattel Electronics	1-2
Atari Video Cube (USA, Europe) (Atari Anthology)	Atari Video Cube	1982	Puzzle/Strategy	Atari	1
Atlantis (USA)	Atlantis	1982	Shooter	Imagic	1-2
Atlantis II (USA)	Atlantis II	1982	Shooter	Imagic	1-2
Atom Smasher (USA) (Proto)	Atom Smasher	1983	Shoot'em Up		
Bachelor Party (USA)	Bachelor Party	1982	Adults	Mystique	1-2
Bachelorette Party (USA)	Bachelorette Party - Burning Desire	1982	Adults	Mystique	1-2
Backgammon (USA)	Backgammon	1979	Board game/Strategy	Atari	1-2
Bank Heist (USA)	Bank Heist	1983	Action / Labyrinth/Action	Fox Video Games	1
Barnstorming (USA)	Barnstorming	1982		Activision	1
Base Attack (Europe)	Base Attack	1983	Shoot'em Up	QuelleSoft	2
Basic Math (USA)	Basic Math	1988	Educational	Atari	1
BASIC Programming (USA)	Basic Programming	1986	Various	Atari	1
Basketball (USA)	Basketball	1988	Sports / Basketball/Sports	Atari	1-2
Battlezone (Japan, USA) (En)	Battlezone	1983	Shooter / Vehicle, FPV/Shooter	Atari	1
Beamrider (USA)	Beamrider	1983	Shoot'em Up	Activision	1
Beany Bopper (USA)	Beany Bopper	1982		Sirius	1
Beat'Em & Eat'Em (USA)	Beat 'Em and Eat 'Em	1982	Adults	Mystique	1
Berenstain Bears (USA)	Berenstain Bears	1983	Educational	Coleco Industries	1
Bermuda Triangle (USA)	Bermuda Triangle	1982		Data Age	1-2
Berzerk (Japan, USA) (En)	Berzerk	1982	Shooter	Stern	1-2
Big Bird's Egg Catch (Japan, USA) (En)	Big Bird's Egg Catch	1983	Educational	Children's Computer Workshop	1-2
Bionic Breakthrough (USA) (Proto)	Bionic Breakthrough	1984		Paul Donaldson	1
Birthday Mania (USA) (Robert A. Tokar)	Birthday Mania			Anthony Tokar	1
Black Jack (USA)	Blackjack	1988	Casino / Cards/Casino	Sears	1-3
Bloody Human Freeway (USA) (Proto)	Bloody Human Freeway	1981	Platform	David Crane	
Blueprint (USA)	Blueprint	1983		Zilec Games	1-2
BMX Air Master (USA)	BMX Air Master	1989	Sports / Cycling/Sports	Sculptured Software	1-2
Bobby Is Going Home (USA)	Bobby is Going Home	1983	Platform / Run & Jump/Platform	Bit	1
Bogey Blaster (Europe)	Air Raiders	1983	Shooter / Vehicle, FPV/Shooter	Telegames	1
Boggle (USA) (Proto) (1978-08-07)	Boggle	1978	Board game	David Crane	2
Boing! (USA)	Boing!	1983		First Star Software	1
Boom Bang (Europe)	Boom Bang	1983	Shooter / Horizontal/Shooter	Activision	1-2
Bouncin' Baby Bunnies (USA) (Proto)	Bouncin' Baby Bunnies	1983		Leavens, Alex	1
Bowling (USA)	Bowling	1988	Sports / Bowling/Sports	Atari	1-2
Boxing (USA)	Boxing	1988	Sports / Boxing/Sports	Activision	1-2
Brain Games (USA)	Brain Games	1978	Educational	Atari	1-2
Breakout ~ Breakaway IV (Japan, USA) (En)	Breakout - Breakaway IV	1978	Action / Breakout games/Action	Sears	1-4
Bridge (USA)	Bridge	1981	Playing cards/Various	Activision	1
Buck Rogers - Planet of Zoom (USA)	Buck Rogers : Planet of Zoom	1983	Shoot'em Up	SEGA	1
Bugs (USA)	Bugs	1983		Data Age	1-2
Bugs Bunny (USA) (Proto 2)	Bugs Bunny	1983		Atari	1-2
Bump 'n' Jump (USA)	Bump 'N' Jump	1983	Racing, Driving	M Network	1
Bumper Bash (USA)	Bumper Bash	1983	Pinball	Spectravision	1
BurgerTime (USA)	Burgertime	1983	Platform	M Network	1-2
Burning Desire (USA)	Burning Desire	1982	Adults/Various	Playground	1
Cabbage Patch Kids - Adventures in the Park (USA) (Proto) (1984-09-13)	Cabbage Patch Kids : Adventures in the Park	1984	Platform		1-2
Cakewalk (USA)	Cakewalk	1983		CommaVid	1
California Games (USA)	California Games	1988	Sports / Multisports/Sports	Epyx	1-8
Canyon Bomber (USA)	Canyon Bomber	1978		Atari	1-2
Care Bears (USA) (Proto)	Care Bears	1983			
Carnival (USA)	Carnival	1983	Shooter / Space Invaders Like/Shooter	SEGA	1-2
Casino ~ Poker Plus (USA)	Casino	1979	Casino / Cards/Strategy/Casino	Atari	1-4
Cat Trax (USA)	Cat Trax	1983	Action / Labyrinth/Action	UA Limited	1
Cathouse Blues (USA)	Cathouse Blues	1982	Adults	Atari	1
Centipede (Japan, USA) (En)	Centipede	1983	Shooter / Space Invaders Like/Shooter	Atari	1
Challenge (Canada)	Challenge	1980		Zellers	1
Challenge of.... NEXAR, The (USA)	The Challenge of Nexar	1982		Sirius	1
Championship Soccer ~ Soccer (USA)	Championship Soccer	1980	Sports / Football (Soccer)/Sports	Sears	1-2
Chase the Chuck Wagon (USA)	Chase the Chuckwagon	1983		Spectravision	1
Checkers (USA)	Checkers	1988	Various/Strategy	Activision	1-2
China Syndrome (USA)	China Syndrome	1982		Spectravision	1
Chopper Command (USA)	Chopper Command	1982	Shooter / Horizontal/Shooter	Activision	1-2
Chuck Norris Superkicks (USA)	Chuck Norris Superkicks	1983	Beat'em Up	Xonox	1-2
Circus Atari (Japan, USA) (En)	Circus Atari	1978	Adventure	Atari	1-2
Coco Nuts (USA)	Coconuts	1982		Telesys	1-2
Codebreaker (USA)	Codebreaker	1978	Puzzle/Strategy	Atari	1-2
Combat (USA, Europe) (Atari Anthology)	Combat	1988	Shooter	Atari	2
Combat Two (USA) (Proto)	Combat Two	1982		Atari	2
Combat ~ Tank-Plus (Japan, USA) (En)	Combat	1988	Shooter	Atari	2
Commando (USA)	Commando	1988	Shooter / Run and Gun/Shooter	Imagineering	1-2
Commando Raid (USA)	Commando Raid	1982	Shooter	U.S. Games	1
Communist Mutants from Space (USA)	Communist Mutants From Space	1982	Shooter / Space Invaders Like/Shooter	Arcadia Corporation	1-4
Computer Chess (USA) (Proto)	Video Chess	1983	Board game	Atari	1
Condor Attack (USA)	Condor Attack	1982	Shoot'em Up	Ultravision	1
Confrontation (USA) (Proto)	Confrontation	1983	Strategy		1-2
Congo Bongo (USA)	Congo Bongo	1983	Platform	Beck-Tech	1-2
Cookie Monster Munch (USA)	Cookie Monster Munch	1983	Educational	Children's Computer Workshop	1-2
Cosmic Ark (USA)	Cosmic Ark	1982	Shooter	Imagic	1-2
Cosmic Commuter (USA)	Cosmic Commuter	1984		Activision	1
Cosmic Creeps (USA)	Cosmic Creeps	1982		Telesys	1
Cosmic Swarm (USA)	Cosmic Swarm	1988	Shooter	CommaVid	1
Crack'ed (USA) (Proto)	Crack'ed	1988	Shooter / FPV/Shooter	Atari	1
Crackpots (USA)	Crackpots	1983	Shoot'em Up	Activision	1-2
Crash Dive (USA)	Crash Dive	1983		Fox Video Games	1
Crazy Climber (USA)	Crazy Climber	1983	Action / Climbing/Action	Nichibutsu	1
Cross Force (USA)	Cross Force	1982		Spectravision	1-2
Crossbow (USA)	Crossbow	1988	Shooter / FPV/Shooter	Atari	1-2
Crypts of Chaos (USA)	Crypts of Chaos	1982	Action / Adventure/Action	Fox Video Games	1
Crystal Castles (USA)	Crystal Castles	1984	Action / Labyrinth/Action	Atari	1
Cubicolor (USA) (Proto)	Cubicolor	1982	Strategy	Rob Fulop	1-2
Custer's Revenge (USA)	Custer's Revenge	1982	Adults	Mystique	1
Dan Kitchen's Tomcat - The F-14 Fighter Simulator (USA)	Tomcat : The F-14 Fighter Simulator	1988	Simulation	Absolute Entertainment	1
Dancing Plate (Europe) (Puzzy)	Dishaster	1982	Strategy	QuelleSoft	1
Dark Cavern (USA)	Dark Cavern	1982		M Network	1
Dark Chambers (USA)	Dark Chambers	1988	Action / Adventure/Action	Atari	1-2
David Crane's Pitfall II - Lost Caverns (USA)	Pitfall II : Lost Caverns	1983	Platform	Activision	1
Deadly Duck (USA)	Deadly Duck	1982	Shooter / Vertical/Shooter	Sirius	1
Death Trap (USA)	Death Trap	1983	Strategy	The Avalon Hill Game Company	1
Defender (USA)	Defender	1981	Shoot'em Up	Atari	1-2
Demolition Herby (USA)	Demolition Herby	1982		Telesys	1-2
Demon Attack (Europe)	Demon Attack	1982	Shooter / Space Invaders Like/Shooter	Imagic	1-2
Demons to Diamonds (USA)	Demons to Diamonds	1982	Shooter / Vertical/Shooter	Atari	1-2
Depth Charge (USA) (Proto)	Depth Charge	1983	Shoot'em Up / Vertical/Shoot'em Up		
Desert Falcon (USA)	Desert Falcon	1987	Shooter / Vehicle, Diagonal/Shooter	Atari	1-2
Dice Puzzle (USA)	Dice Puzzle	1983	Puzzle	Panda	1
Dig Dug (USA)	Dig Dug	1983	Action / Labyrinth/Action	Namco	1
Dishaster (USA)	Dishaster	1982	Strategy	QuelleSoft	1
Dodge 'Em (Europe) (Rev 1)	Dodge 'Em	1981	Racing, Driving	Atari	1-2
Dodge 'Em ~ Dodger Cars (USA)	Dodge 'Em	1981	Racing, Driving	Atari	1-2
Dolphin (USA)	Dolphin	1983		Activision	1-2
Donald Duck's Speedboat (USA) (Proto)	Donald Duck's Speedboat	1983		Atari	1
Donkey Kong (USA)	Donkey Kong	1982	Platform	Coleco Industries	1
Donkey Kong Junior (USA)	Donkey Kong Jr	1983	Platform	Nintendo	1-2
Double Dragon (USA)	Double Dragon	1988	Beat'em Up	Technos Japan	1-2
Double Dunk (USA)	Double Dunk	1989	Sports / Basketball/Sports	Atari	1-2
Dragon Defender (Europe)	Dragon Defender	1983	Shoot'em Up	Ariolasoft	1
Dragonfire (USA)	Dragonfire	1982		Imagic	1-2
Dragonstomper (USA)	Dragonstomper	1982	Role Playing Game	Starpath	1
Dragster (USA)	Dragster	1980	Racing, Driving	Activision	1-2
Dschungel Boy (Europe)	Pitfall! : Pitfall Harry's Jungle Adventure	1982	Platform	Activision	1
Dukes of Hazzard (USA) (Proto)	Dukes of Hazzard	1983	Racing, Driving	Mark R. Hahn	1
Dumbo's Flying Circus (USA) (Proto)	Dumbo's Flying Circus	1983	Adventure	Prototype	1
Dune (USA) (Proto)	Dune	1984	Strategy	Poehlman	1
E.T. - The Extra-Terrestrial (USA)	E.T. - The Extra-Terrestrial	1982	Adventure	Atari	1
Earth Dies Screaming, The (USA)	Earth Dies Screaming	1983	Shooter	Sirius	1
Eddy Langfinger, der Museumsdieb (Germany)	A Misterious Thief	1983	Platform	U.S. Games	1-2
Eggomania (USA)	Eggomania	1982		U.S. Games	1-4
Elevator Action (USA) (Proto)	Elevator Action	2001	Platform / Shooter Scrolling/Platform	Taito	1
Elf Adventure (USA) (Proto)	Elf Adventure	1983	Adventure	Warren Robinett	1
Eli's Ladder (USA)	Eli's Ladder	1982	Educational	Simage	1-2
Elk Attack (USA) (Proto)	Elk Attack	1987		Mark R. Hahn	1-2
Encounter at L-5 (USA)	Encounter at L5	1982	Shooter / Vertical/Shooter	Data Age	1-2
Enduro (USA)	Enduro	1983	Racing, Driving	Activision	1
Ente und der Wolf, Die (Germany)	Pooyan	1982	Shooter	Konami	1-2
Entity, The (USA) (Proto)	The Entity	1983	Role Playing Game	Mark Klein	
Entombed (USA)	Entombed	1982	Adventure/Strategy	Western Technologies	2
Escape from the Mindmaster (USA)	Escape from the Mindmaster	1982	Action	Starpath	1
Espial (USA)	Espial	1983	Shooter / Vertical/Shooter	Orca	1
Exocet (Europe)	Exocet	1983		Panda	1
Extra Terrestrials (USA)	Extra Terrestrials	1983	Strategy	Skill Screen Games	2
Fantastic Voyage (USA)	Fantastic Voyage	1982		Sirius	1
Farmyard Fun (USA)	Farmyard Fun	1983		Suntek	1
Fast Eddie (USA)	Fast Eddie	1982	Platform	Sirius	1
Fast Food (USA)	Fast Food	1982		Telesys	1-2
Fatal Run (USA)	Fatal Run	1990	Racing, Driving	Sculptured Software	1
Fathom (USA)	Fathom	1983		Imagic	1
Feuerwehr im Einsatz (Germany)	Fire Fighter	1982		Imagic	1
Final Approach (USA)	Final Approach	1982	Strategy	Apollo	1-2
Fire Fighter (USA)	Fire Fighter	1982		Imagic	1
Fire Fly (USA)	Fire Fly	1983		Mythicon	1-2
Fire Spinner (USA)	Firebug	1983		Vidco	1
Fireball (USA)	Fireball	1982	Action	Starpath	4+
Fishing Derby (USA)	Fishing Derby	1988	Fishing/Sports/Hunting and Fishing	Activision	1-2
Flag Capture ~ Capture (USA)	Flag Capture	1988	Strategy	Atari	1-2
Flash Gordon (USA)	Flash Gordon	1983	Shooter / Horizontal/Shooter	Sirius	1
Football (USA)	Football	1988	Sports/Sports / Football (American)	Atari	2
Forest (Europe)	Forest	1983		Sancho	1
Fox & Goat (Europe)	Nuts	1983	Shoot'em Up	TechnoVision	1
Frankenstein's Monster (USA)	Frankenstein's Monster	1983	Platform	Data Age	1-2
Freeway (USA)	Freeway	1988		Activision	1-2
Frisco (USA)	Frisco	1983		Home Vision	1
Frog Pond (USA) (Proto)	Frog Pond	1982		Atari	1-2
Frogger (USA)	Frogger	1982	Platform	Parker Brothers	1-2
Frogger II - Threeedeep! (USA)	Frogger II : Threeedeep!	1984	Platform	Parker Brothers	1
Frogs and Flies (USA)	Frogs and Flies	1982		Mattel Electronics	2
Front Line (USA)	Front Line	1982	Shooter / Run and Gun/Shooter	Taito	1-2
Frostbite (USA)	Frostbite	1983	Platform	Activision	1-2
Funky Fish (USA) (Proto)	Funky Fish	1983		Sunsoft	1
Fussball (Germany)	Football	1988	Sports/Sports / Football (American)	Atari	2
G.I. Joe - Cobra Strike (USA)	G.I. Joe: Cobra Strike	1983	Shoot'em Up	Parker Brothers	1-3
Galaxian (USA)	Galaxian	1983	Shooter / Space Invaders Like/Shooter	General Computer Corporation	1
Gamma-Attack (USA)	Gamma-Attack	1983		Gammation	1-2
Gangster Alley (USA)	Gangster Alley	1983		Spectravision	1-2
Garfield (USA) (Proto)	Garfield	1984	Platform	Atari	1
Gas Hog (USA)	Gas Hog	1983	Shooter / Horizontal/Shooter	Spectravision	1
Gauntlet (USA)	Gauntlet	1983	Action / Labyrinth/Action	Answer Software	1
Ghost Manor (USA)	Ghost Manor	1983		Xonox	1
Ghostbusters (USA)	Ghostbusters	1985	Platform	Activision	1
Ghostbusters II (Europe)	Ghostbusters II	1992	Platform / Shooter Scrolling/Platform	Activision	1
Gigolo (USA)	Gigolo	1982	Adults		
Glacier Patrol (USA)	Glacier Patrol	1983		VSS	1-2
Glib - Video Word Game (USA)	Glib : Video Word Game	1983	Strategy	Qualtronic Devices	1-2
Going-Up (USA) (Proto)	Going-Up	1983	Platform	Starpath	1
Golf (USA)	Golf	1988	Sports / Golf/Sports	Atari	1-2
Good Luck, Charlie Brown (USA) (Proto)	Good Luck, Charlie Brown				
Gopher (USA)	Gopher	1982		U.S. Games	1-2
Gorf (USA)	Gorf	1982	Shooter / Space Invaders Like/Shooter	Bally Midway	1
Grand Prix (USA)	Grand Prix	1982	Racing, Driving	Activision	1
Gravitar (USA)	Gravitar	1983	Shoot'em Up	Atari	1
Great Escape (USA)	Great Escape	1983	Shoot'em Up	Bomb	1
Gremlins (USA)	Gremlins	1984		Atari	1-2
Grover's Music Maker (USA) (Proto)	Grover's Music Maker	1983	Various	Atari	1
Guardian (USA)	Guardian	1982		Apollo	1-2
Gyruss (USA)	Gyruss	1998	Shoot'em Up	Parker Brothers	1
H.E.R.O. (USA)	H.E.R.O.	1984	Adventure	Activision	1
Halloween (USA)	Halloween	1983		VSS	1
Hangman ~ Spelling (USA)	Hangman	1978	Strategy	Atari	1-2
Hard-Head (USA) (Proto)	Hard-Head	1998		Activision	1
Harem (USA) (Proto)	Harem	1982	Various	Michael Case	1
Haunted House (USA)	Haunted House	1981	Adventure	Atari	1
Hobo (USA) (Proto)	Hobo				
Hole Hunter (USA)	Topy	1983			1
Holey Moley (USA) (Proto)	Holey Moley	2002		Atari	1
Home Run ~ Baseball (USA)	Home Run : Baseball	1988	Sports / Baseball/Sports	Atari	1-2
Human Cannonball ~ Cannon Man (USA)	Human Cannonball : Cannon Man	1988	Strategy	Atari	1-2
Hunt & Score ~ Memory Match (USA)	Hunt And Score	1978	Puzzle	Atari	1-2
I Want My Mommy (USA)	I Want My Mommy	1982	Platform	Zimag	1
I.Q. 180 (USA)	I.Q. Memory Teaser	1983	Puzzle		
Ice Hockey (USA)	Eishockey-Fieber	1981	Sports / Hockey/Sports	Activision	1-2
Ikari Warriors (USA)	Ikari Warriors	1989	Shooter / Run and Gun/Shooter	Atari	1-2
Immies & Aggies (USA) (Proto)	Immies & Aggies	1983	Shoot'em Up	Hozer Video Games	1
Indy 500 (Europe)	Indy 500	1977	Racing, Driving	Sears	1-2
Indy 500 ~ Race (USA)	Indy 500	1977	Racing, Driving	Sears	1-2
Infiltrate (USA)	Infiltrate	1981	Platform/Strategy	Apollo	1-2
International Soccer (USA)	International Soccer	1982	Sports / Football (Soccer)/Sports	M Network	2
IQ 180 (USA)	I.Q. Memory Teaser	1983	Puzzle		
Ixion (USA) (Proto)	Ixion	1984	Shoot'em Up		1-2
James Bond 007 (USA)	James Bond 007	1983		On Time Software	1
Jawbreaker (USA)	Jawbreaker	1982		On-Line Systems	1-2
Journey Escape (USA)	Journey Escape	1982		Data Age	1-2
Joust (USA)	Joust	1983	Platform / Run & Jump/Platform	Williams	1-2
Jr. Pac-Man (USA)	Jr. Pac-Man	1987	Action / Labyrinth/Action	Bally Midway	1-2
Jungle Fever (USA)	Jungle Fever / Knight on the Town	1982	Adults	Mystique	1
Jungle Hunt (USA)	Jungle Hunt	1983	Platform/Platform / Run & Jump Scrolling	Atari	1-2
Kabobber (USA) (Proto)	Kabobber	1983		Activision	1
Kaboom! (USA)	Kaboom!	1981		Activision	1-2
Kamikaze Saucers (USA) (Proto)	Kamikaze Saucers	1983	Shoot'em Up	Daniel Wolf	1
Kangaroo (USA)	Kangaroo	1983	Platform	Sunsoft	1-2
Karate (USA)	Karate	1987	Sports / Fighting/Sports	Froggo Games	1-2
Keystone Kapers (USA)	Keystone Kapers	1983		Activision	1
Killer Satellites (USA)	Killer Satellites	1982	Action	Starpath	1
King Kong (USA)	King Kong	1982	Platform	Tigervision	1-2
Klax (USA)	Klax	1990	Puzzle/Strategy	Atari	1
kleine Bar, Der (Germany)	Frostbite	1983	Platform	Activision	1-2
Knight on the Town (USA)	Knight on the Town	1982	Adults	Mattel Electronics	1
Kool-Aid Man (USA)	Kool Aid Man	1983		M Network	1
Krull (USA)	Krull	1983		Atari	1
Kung Fu Superkicks (Europe)	Chuck Norris Superkicks	1983	Beat'em Up	Xonox	1-2
Kung-Fu Master (USA)	Kung-Fu Master	1987	Fighting / 2D/Fighting	Irem	1-2
Kyphus (USA) (Proto)	Kyphus	1982		Tim Martin	1
Lady in Wading (USA)	Lady in Wading	1982	Adults/Various		1
Laser Blast (USA)	Laser Blast	1988		Activision	1
Laser Gates (USA)	Laser Gates	1983		Imagic	1
Lasercade (USA) (Proto)	Lasercade	1983	Shoot'em Up		
Lilly Adventure (USA)	Lilly Adventure	1983	Platform	Gem International	1
Lochjaw (USA)	Lochjaw	1981		Apollo	1-2
Lock 'n' Chase (USA)	Lock 'n' Chase	1982		Data East	1-2
London Blitz (USA)	London Blitz	1983	Strategy	The Avalon Hill Game Company	1
Looping (USA) (Proto)	Looping	1983	Shooter / Plane/Shooter	Apollo	1
Lord of the Rings, The - Journey to Rivendell (USA) (Proto)	The Lord of the Rings : Journey to Rivendell	1983	Platform	Parker Brothers	1
Lost Luggage (USA)	Lost Luggage	1982		Apollo	1-2
M.A.D. (USA)	M.A.D.	1982		U.S. Games	1-2
M.A.S.H (USA)	M*a*s*h	1983	Shoot'em Up	Fox Video Games	1-2
MagiCard (USA)	Magicard		Various		
Malagai (USA)	Malagai	1983		Answer Software	1-2
Mangia' (USA)	Mangia'	1983		Spectravision	1-2
Marauder (USA)	Marauder	1982	Strategy	Tigervision	1
Marine Wars (USA)	Marine Wars	1983		Konami	1-2
Marineflieger (Europe)	Sea Hawk	1983	Shoot'em Up	Sancho	1
Mario Bros. (USA)	Mario Bros.	1987	Platform	Nintendo	1-2
Master Builder (USA)	Master Builder	1983		Spectravision	1
Masters of the Universe - The Power of He-Man (USA)	Masters of the Universe : The Power of He-Man	1982	Shooter / Vehicle, Horizontal/Shooter	Mattel Electronics	1
Math Gran Prix (USA)	Math Gran Prix	1982	Racing, Driving	Atari	1-2
Maze Craze - A Game of Cops 'n Robbers ~ Maze Mania - A Game of Cops 'n Robbers (USA)	Maze Craze	1980	Action / Labyrinth/Action	Atari	1-2
Mazy Match (USA) (Proto)	Mazy Match	1983			1-2
McDonald's - Golden Arches Adventure (USA) (Proto)	McDonald's : Golden Arches Adventure	1982		Parker Brothers	1
Mega Force (USA)	Mega Force	1982		Fox Video Games	1
MegaBoy (USA)	MegaBoy		Educational	Dynacom	1
MegaMania - A Space Nightmare (USA)	MegaMania : A Space Nightmare	1982	Shooter / Space Invaders Like/Shooter	Activision	1-2
Meltdown (USA) (Proto)	Meltdown	1983	Puzzle	Videa	1
Meteor Defense (Europe)	Astrowar	1983	Shoot'em Up		1
Midnight Magic (USA)	Midnight Magic	1986	Pinball/Various	Atari	1-2
Millipede (USA)	Millipede	1984	Shooter	Atari	1
Mind Maze (USA)	Mind Maze	1984	Educational	Atari	1
Miner 2049er - Starring Bounty Bob (USA)	Miner 2049er	1983	Platform	Tigervision	1
Miner 2049er Volume II (USA)	Miner 2049er Volume II	1983		Tigervision	1
Mines of Minos (USA)	Mines of Minos	1982	Strategy	CommaVid	1-2
Miniature Golf ~ Arcade Golf (USA)	Arcade Golf	1977	Sports / Golf/Sports	Reuterdahl, Tom	1-2
Miss Piggy's Wedding (USA) (Proto)	Miss Piggy's Wedding	1983		Gary J. Shannon	1-2
Missile Command (USA)	Missile Command	1981	Shooter / Missile Command Like/Shooter	Atari	1-2
Missile Control (Europe)	Missile Control	1983	Shooter / Missile Command Like/Shooter	Video Gems	1
Mission 3,000 A.D. (USA)	Mission 3,000 A.D.	1983	Shoot'em Up	Bit	1
Mission Survive (Europe)	Mission Survive	1983	Shoot'em Up	Video Gems	1
Mogul Maniac (USA)	Mogul Maniac	1983	Sports / Skiing/Sports	Amiga	1
Monster Cise (USA) (Proto)	Monster Cise	1984		Atari	1
Montezuma's Revenge - Featuring Panama Joe (USA)	Montezuma's Revenge	1984	Platform	James Wickstead Design Associates	1
Moon Patrol (USA)	Moon Patrol	1983	Shoot'em Up	General Computer Corporation	1-2
Moonsweeper (USA)	Moonsweeper	1983	Shoot'em Up	Imagic	1-2
Motocross (Europe) (Quelle)	Motocross	1983	Racing, Driving	Home Vision	1-2
Motocross Racer (USA)	Motocross Racer	1984	Racing, Driving / Motorcycle/Racing, Driving	Xonox	1
MotoRodeo (USA)	MotoRodeo	1990	Racing, Driving / Motorcycle/Sports/Racing, Driving	Axlon	1-2
Mountain King (USA)	Mountain King	1983	Platform / Run & Jump Scrolling/Platform	E.F. Dreyer	1
Mountain Man (Europe)	Ski Hunt	1983	Sports / Skiing/Sports	Home Vision	1
Mouse Trap (USA)	Mouse Trap	1982		Exidy	1
Mr. Do! (USA)	Mr. Do!	1983			1
Mr. Do!'s Castle (USA)	Mr. Do!'s Castle	1984		Parker Brothers	1
Mr. Postman (USA)	Mr. Postman	1983	Platform		1
Mr. T + moderne Ritter, Der (Europe) (En,De)	Fast Eddie	1982	Platform	Sirius	1
Ms. Pac-Man (USA)	Ms. Pac-Man	1983	Action / Labyrinth/Action	General Computer Corporation	1
Music Machine, The (USA)	The Music Machine	1983	Educational	Christian Software Development	1-2
My Golf (Germany) (En,De)	My Golf	1990	Sports / Golf/Sports	Absolute Entertainment	1-2
Mysterious Thief, A (USA) (Proto)	A Misterious Thief	1983	Platform	U.S. Games	1-2
Name This Game (USA)	Name This Game	1983		U.S. Games	1-2
Night Driver (USA)	Night Driver	1980	Racing, Driving	Atari	1
Nightmare (Europe)	Nightmare	1983	Platform	Imagic	1
No Escape! (USA)	No Escape!	1983		Imagic	1-2
Nuts (USA)	Nuts	1983	Shoot'em Up	TechnoVision	1
Obelix (USA)	Obélix	1983		Atari	1
Off the Wall (USA)	Off the Wall	1989		Atari	1-2
Off Your Rocker (USA) (Proto)	Off Your Rocker	1983		Amiga	1-4
Official Frogger, The (USA)	The Official Frogger	1983		Stephen Landrum	1-2
Oink! (USA)	Oink!	1983		Activision	1-2
Omega Race (USA)	Omega Race	1983	Shoot'em Up	CBS Electronics	1-2
Open Sesame (Europe) (Goliath)	I Want My Mommy	1982	Platform	Zimag	1
Oscar's Trash Race (USA)	Oscar's Trash Race	1983	Racing, Driving	Children's Computer Workshop	1-2
Othello (USA)	Othello	1988	Othello/Board game/Strategy/Asiatic board game	Atari	1-2
Out of Control (USA)	Out of Control	1983	Racing, Driving	The Avalon Hill Game Company	1
Outlaw ~ Gunslinger (USA)	Outlaw	1978	Shooter	Sears	1-2
Pac-Kong (Germany)	Pac-kong				1
Pac-Man (USA)	Pac-Man	1982	Action / Labyrinth/Action	Atari	1-2
Panda Chase (Europe)	Panda Chase	1983		Home Vision	1
