#key	synopsis
Fever Pitch Soccer (World) (En,Fr,De,Es,It)	In this isometric football game, 50 national teams are represented to play in two game modes: Exhibition and Tournament (a series of seven games on four continents, with a final against the World All-Stars), with the ability to set time, difficulty level, see cutscenes after goals and if players are free to kick each other around without (many) fouls. While the game seems short-featured for 1995 standards, the tournament mode includes a twist: depending on how well the player defeats his opponents, he can trade his &quot;standard players&quot;, who won't do anything spectacular (but at least fill up the ranks) for star players, who not only look different, are able to cross and backheel the ball but also have a unique ability at the disposal of the player.
Fight for Life (USA, Europe)	Fight for Life is a 3D fighting game that takes place in hell. The player controls one of eight deceased fighters competing to earn a chance to escape and return to the world of the living. After they defeat an opponent they not only move on to the next round, but also learn two of the opponent's moves. This is the only 3D fighting game released for the Jaguar. It features brightly-colored texture mapped fighters and arenas. Gameplay is very similar to Virtua Fighter, in that the moves more-or-less look like real martial arts.
Flashback - The Quest for Identity (World) (En,Fr)	You're Conrad B. Hart, Galaxis Bureau of Investigation Agent and right now you're stranded on a far-away planet after discovering an alien plot to overtake Earth. You must travel and find your way through four planets back to Earth and foil the aliens' sinister and deadly plans. The award winning sci-fi action adventure comes to Jaguar. And it's gonna rip you right out of your comfortable little century and hurl you smack into a time and place that'll have you begging for a nap! -Film-style, fluid 24 frames-per-second animation and gives life-like movements to this wild action game. -You star as super-agent Conrad Hart, stranded on a far-away planet after you discover an alien plot to overtake Earth.
Flip Out! (World)	FlipOut! is a puzzle game starring aliens from the planet Phrohmaj. Your objective in each puzzle is simple: you must place all the colored tiles into the correct spaces on the board. The tricky part is that there is always one more tile than there are spaces. That means you are always juggling at least one tile in the air. The game becomes more difficult as you have to juggle more tiles, and the Phrohmajians try to interfere. This game features nine bizarre areas, each with multiple puzzles. The graphics feature a lot of crazy animation of the Phrohmaj onlookers and lots of bright and colorful tiles.
Hover Strike (World)	Terrakian Pirates have taken over a colonized planet under Federation control. They've set up an atmospheric cannon, making invasion impossible. Your job, as a hovercraft pilot, is to launch a pre-emptive strike on the planet's surface. Hover Strike for the Jaguar is a mission-based tank game. In each mission, you will drop to the surface of the planet, destroy some targets, and then return to your ship in orbit. The hovercraft you pilot is heavily armored and includes various weapons systems to take out enemies and targets.
I-War (USA, Europe)	The giant supercomputer that controls the world's information has been infected with viruses. You must enter the virtual world known as the I-Way, and clear them out with your anti-virus tank. I-War is a 3D virtual reality tank game. In each of the 21 levels, you must find all the data pods and make your way to the exit. Enemy tanks, turrets, and bombers stand in your way, as well as occasional traps or locked doors controlled by hidden switches. Levels are divided into simple, enclosed rooms, linearly connected by one-way teleporters. You can select a fast, medium, or heavy tank at the beginning of the game, with its abilities reflected in the strength of its guns or the amount of punishment it can absorb. Throughout the game, you will also find weapon power-ups and tank upgrades (such as shields, radar, and auto-targeting) to help you stay effective against the increasing numbers of enemy defenders. You can save your progress to the cart at the end of each level.
International Sensible Soccer (World)	Released alongside the 1994 World Cup, this was the first version of Sensible Soccer to feature teams from outside Europe. The World Cup tournament is featured in full, and you can adjust which 24 teams this features, a particularly crucial feature for English and French fans, as their nations failed to qualify. For the first time in the series an on-screen referee is featured. The club team data has been updated to take into account transfers and kit changes since the previous version. Gameplay is much the same as previous editions, being viewed from above with small sprites and loose ball control.
Iron Soldier (World)	It is the future, and the earth has been covered with wastelands and cities. The powerful, faceless Iron First Corporation has replaced the last forms of free government. Now, they are developing a new, 42-foot, armed robot known as the Iron Soldier. With the Iron Soldier, no one will be able to stop the Iron First Corporation. The only hope is the Resistance, a group that has managed to capture one of the Iron Soldier prototypes. You are a pilot for the Resistance. It's up to you to pilot the robot and bring down the Iron Fist. Iron Soldier is mech sim played from an in-cockpit view. There are 16 single player missions. Objectives involve taking out certain targets, defending convoys, collecting items, and so on.
Jack Nicklaus Cyber Golf (USA) (v0.02) (Proto) (1994-07-04)	A prototype of the unreleased Jack Nicklaus Cyber Golf for the Atari Jaguar.
Kasumi Ninja (World)	On the tiny island of Kasumi, there exists a portal between this world and the Netherworld. For many centuries, this portal has been kept closed by the balance between good and evil forces. Now, the dark ninja lord Gyaku has defeated the forces of good, and opened the portal to the netherworld. It is up to you, a Kasumi ninja, to stop Gyaku and restore balance to the world. Kasumi Ninja is a one-on-one fighting game featuring digitized character graphics. There are 8 fighters for you to choose from, each with their own fighting environments.
Missile Command 3D (World)	Missile Command 3D is an update to the classic Atari arcade game. The goal in Missile Command is to defend your cities against an onslaught of missiles coming from the sky. Your arsenal consists of three anti-missile flak cannons. You have to position the anti-missile clouds in the path of the incoming missiles to stop them from impacting. This Jaguar game has 3 modes. First, there is a port of the original arcade game. There are neat extras for this mode like graphic backdrops and the ability to resize or scale the screen. The second mode is Missile Command 3D. This mode retains the gameplay of the original, but adds 3D graphics to the mix. The final mode, Virtual Missile Command, changes things up quite a lot. Instead of anti-missile flak, your cannons shoot lasers. This means you don't need to lead your targets anymore. You play the game from a first-person perspective, and must switch between the three cannons via buttons on the keypad. There are nine levels in this mode, each with a boss at the end.
NBA Jam - Tournament Edition (USA, Europe)	NBA Jam, which featured 2-on-2 basketball, is one of the first real playable basketball games, and is also one of the first sports games to feature NBA-licensed teams and players, and their real digitized likenesses. NBA Jam: T.E. included updated rosters, new features and easter eggs combined with the same gameplay of the original. Teams now consisted of three players (though only two could be on court at any time), with the exception of the new &quot;Rookies&quot; team, which consists of five players, all picked in the 1994 NBA draft, and players could be substituted into the game between quarters.
Pinball Fantasies (World)	After the success of Pinball Dreams on several systems, a sequel featuring four new tables was created. The gameplay is much the same as the first game, with realistic physics, multi-player options and a high score table to aim for. The tables are Partyland, Speed Devils, Billion Dollar Gameshow and Stones 'n' Bones, taking in a funfair, racing cars, a tacky game-show, and a graveyard. Each one has a range of ramps, combos, light sequences and targets to shoot, as well as general themes which are less influenced by real tables than those in Pinball Dreams.
Pitfall - The Mayan Adventure (USA, Europe)	Pitfall: The Mayan Adventure is a sequel to Activision's 1982 Pitfall! for the Atari 2600, the player controls Pitfall Harry, Jr., son of the protagonist of the original game, as he attempts to rescue his father from a Mayan jungle setting.
Power Drive Rally (World)	Power Drive Rally is a view into the exciting world of rally racing. This game is an overhead-view racer featuring real cars and tracks based on locations around the world. The main game mode portrays a season of championship racing. There are several types of races that you will encounter. First, there is the special stage, which is a timed qualifying round. Second, there is the rally cross stage, in which you race against one other computer-controlled racer. Finally, there is the skill stage, where you have to perform a series of tricky driving maneuvers. After each round, you earn money for qualifying or winning. You can then use this money to repair your car, or save the money to purchase a new, faster car.
Raiden (World)	In the year 2090, Earth is invaded by extra-terrestrials. The World Alliance of Nations has developed a supersonic attack fighter, Raiden, to defend the Earth. A pilot must take control of the experimental fighter to destroy the alien warships that just happen to look like odd variations of typical military tanks and planes with gadgets attached to them. Raiden (called Raiden Trad on the Genesis and SNES) is an over-head vertical-scrolling shooter, based on an arcade game of the same title. It features two forms of weapon upgrades and two types of missiles (normal or homing). You start the game with several bombs which you can use to destroy most enemies on the screen to get yourself out of a jam. Each level ends with a large boss or bosses.
Rayman (World)	When a villain known only as Mr. Dark appears, trouble brews in Rayman's world. Mr. Dark captures the Toons - source of light and Rayman's friends. With no more light, evil creatures begin to roam, making the world unsafe for everyone. Its up to you, as Rayman, to free your friends and put an end to Mr. Dark's dastardly schemes! Rayman is side-scrolling platformer starring the titular Rayman, a big-nosed chap with no arms or legs. Rayman can jump and use his hair to hover for a short period of time. He can also attack by throwing his fists, or winding up his fists for a more powerful punch. He can occasionally find special power ups that grant him unlimited flying power, giving him the ability to navigate through tricky mazes. Aside from the platforming action, the other notable feature of Rayman is its large, detailed and vibrant graphics, which have helped it to stand out from most other similar games in the genre.
Ruiner Pinball (USA, Europe)	Ruiner Pinball is a collection of two fantasy pinball tables: Ruiner and Tower. Ruiner is a two screen wide table that features flashy scaling and rotation effects. There are lots of ramps and animated moving targets to score on. Ruiner has a cold war nuclear holocaust theme. Tower is an extra-tall table that features a medieval horror motif. Like Ruiner, it contains animated targets and scaling effects. Both tables contain missions, or series of targets to increase the scoring opportunities available.
SkyCopter II (USA) (Proto)	SkyCopter II is an unreleased prototype, in which you fly a helicopter while avoiding other air traffic such as airplanes and blimps. One credit gives you 60 seconds of playtime, but you can buy as many as you like. Once the time is up, you get a ranking based on your score.
Super Burnout (World)	Super Burnout is an arcade-style superbike racing game inspired by Super Hang-On. Players control an ultra-fast motorcycle through races that take place on famous tracks throughout the world. There are six bikes to choose from with races on a total of eight different tracks. The usual racing game modes are present. There is a single race mode, a practice mode, and a championship mode. Players can also compete against a friend in a single-race versus mode.
Supercross 3D (USA, Europe)	Supercross 3D brings the excitement of arena supercross racing to the Jaguar. Not only do you get to race ahead of your competitors, you can catch big air on the huge jumps and perform a few tricks. There are three game modes: Practice, Single Race, and Tournament. In practice mode, you can race around any track for as long as you like. In single race mode, you compete in one race against the computer. Finally, in tournament mode, you compete in a series of races to accumulate points and become the Supercross champion.
Syndicate (World)	In the future, the world is controlled by a handful of global corporations (syndicates). You are the Marketing director (hit man) for one of these companies. It is your job to take control away from the competitors. The job is not one of diplomacy, but one of brute force and physical control. Advance your way to the top of the corporation by successfully completing your missions and managing the money you make from your territories. The gameplay is visually reminiscent of X-Com, with an angled top-down perspective, but it is real time rather than turn based. You have missions ranging from infiltrate and capture, to seek and destroy. In each of these you direct a team of four agents as they move through the world shooting at anything that gets in their way. You can upgrade and modify your agents, as well as equip them with tools you have researched or liberated from opposing syndicates. As you complete missions, you gain more funds to use for purchasing agents or researching upgrades and equipment.
Tempest 2000 (World)	Tempest 2000 is a remake/upgrade of the popular Atari vector graphics-based shooter. Blast your way through over 100+ levels, shooting the creatures that come out from the other side of the web to drag you in. Collect power-ups (jump, AI robots and more) to trippy graphics and colorful explosions as a thumping techno-house soundtrack blasts in the background. Collect enough bonuses, and be subjected to two different types of bonus rounds as you navigate through rings, or try to ride a spiral tube. Also included in the gameplay is an intense two-player mode to team up with or go head to head against another player, or even play a version of the original arcade game. There are four modes of gameplay in all: Traditional Tempest, Tempest Duel, Tempest Plus and Tempest 2000. Face the web....
Thea Realm Fighters (USA) (Proto 2)	Thea Realm Fighters is a two-dimensional fighting game with digitized characters and graphics, featuring more than twenty-five playable characters, each one with four special moves and two finisher moves, four different gameplay modes with over 30 stages. In the single-player mode, the player has to defeat twelve CPU-controlled opponents and after doing so the player was going to face SurRaider, a powerful warrior from another dimension.
Theme Park (World)	Dominating the exciting world of Theme Park ownership is your goal in this strategy game from Bullfrog. The first task is to set up your rides within the available land, structuring convenient paths and queues and ideally leaving some space for bigger rides once they become available, and include some lakes and trees to increase the park's allure. Rides range from Teacups and Haunted Houses to the biggest most elaborate roller-coaster you can design, and water rides that loop around other rides. Shops must also be included, so that the visitors can buy food, drinks and souvenirs - the cunning player will combine salt, sugar and caffeine settings to maximize consumer interest. Staff must be hired to keep everything running smoothly, and they will only work for what they consider a fair rate of pay.
Tiny Toon Adventures (USA) (Proto)	&quot;Tiny Toon Adventure&quot; is a beta version of a demo game never published on the Atari Jaguar
Total Carnage (USA) (Beta)	The war of 1999 left the country of Kookistan in shambles. Naturally, a dictator named General Akhboob took control of the beleagured nation and began creating an army of radioactive mutants. With a virtually impenetrable stronghold, a bunch of hostages, and a legion of mutants under his command, the evil despot will stop at nothing but world domination. Only two men have the courage and idealistic naivete to take on Akhboob and his forces: Captain Carnage and Major Mayhem, also known as the Doomsday Squad. As Captain Carnage or Major Mayhem, it is up to you or you and a friend (in simultaneous action) to rescue the hostages while shooting hundreds of mutants bent on your destruction. As you walk and run forward, backward, left, right, and diagonally through 20 battlezones of nonstop action, you'll always have your machine gun by your side. Additional weapons which you can find along the way include grenade launchers, rocket launchers, plasma machine guns, flame throwers, spray-fire rifles, defensive blades, and an assortment of bombs.
Towers II - Plight of the Stargazer (USA, Europe)	Become one of four different characters as you are immersed within the strange happenings in the mystical land of Lamini. You must uncover the secrets as you explore Daggan's tower. Many before you have tried, but none have returned. First person perspective, full screen smooth scrolling, talk to others, refer to maps, collect 100's of items, encounter 100's of creatures, experience challenges in combat and spell casting. Hours and hours of entertainment with appropriate save features.
Trevor McFur in the Crescent Galaxy (World)	The Crescent Galaxy has been attacked by an entity known as Odd-it. This creatures goal is to make everything odd, like it. You play Trevor McFur, a corporal in the Crescent Galaxy's chapter of the Interplanetary Defense squad and are sent in along with your feline partner Cutter to defeat Odd-it. The game is a side scrolling shooter featuring a wide variety of worlds and enemies to conquer. Throughout the game you can power your ship with newer and better weapons by shooting certain enemies and collecting the bonuses left behind.
Troy Aikman NFL Football (World)	You and a friend can become star NFL players or choose to coach a team in this realistic rendition of the game of American football, endorsed by former Dallas Cowboys quarterback and Super Bowl champ, Troy Aikman. Choose to play alone against the system, or play against each other. Pick from 3 play modes: Pre-season, Season, or Custom Generated (editable) season. There are also three skill levels: Rookie, Pro and Veteran. You can design your own plays, customize your team, and save your team's stats. True-to-life playing surfaces have an effect on how your team performs and include grass, mud, dirt, snow, rain and turf. Listen to the roar of the crowd and other authentic stadium sounds as your plays are followed through.
Ultra Vortek (World)	Civilization has fallen into a deep decline. Gangs and warlords are gaining power and influence all over the world. Then out of nowhere, a powerful being known as the Gaurdian appears with a challenge. Unless a warrior meets his challenge, he will destroy the Earth. So, 7 warriors from around the world fight to re-open the Ultra Vortek and restore the Earth. Ultra Vortek is a one-on-one fighting game similar to Mortal Kombat. Some of the fighters are digitzed actors, other are stop motion or computer animated. You have at your control an array of punches and kicks, and a large number of special moves. The game also features several &quot;finishing moves&quot; for each of the 7 warriors.
Val d'Isere Skiing and Snowboarding (World)	Cut the slopes on some of the steepest mountainsides in SKIING AND SNOWBOARDING, a wild winter challenge where speed in guaranteed! Train and compete on the breathtaking slopes of France's world-famous Vald-Isère Ski Resort. Race against time and friends in slalom, giant slalom and downhill events. Watch out for trees, snowmobiles and sno-cats as you barrel down windswept mountainsides, black ice, and moguls.
Virtual VCS (USA) (Proto)	Virtual VCS is an unreleased Atari 2600 game collection for the Atari Jaguar. It includes the games Combat, PacMan, Adventure, Yars' Revenge, Defender and Berzerk.
White Men Can't Jump (USA, Europe)	This is the game of basketball the way many people learn to play it - in the city streets - with loose rules and in various suburban locales. Inspired by the 1992 film about high stakes street basketball gambling, in this game you can wager how much you want on each game. The action is seen from the half court line, with a screen view that pans and zooms to follow the action. Aside from a goal tending penalty and the need to clear the ball, anything goes. For instance, steals are effected by shoving an opponent and making a grab for the ball. Your goal is to get enough money to enter, and win, the tournament. If you make $5000, you instantly get entered into the tournament. You have the ability to save your game in this mode so that you can come back later if you run short on time and don't want to lose all your money. Opt for a single game or the Slam City tournament, while game options determine time limits, scoring system, and control schemes. There are fifteen teams to choose from, and up to four players can get in on the action (with the Jaguar Team Tap adapter included with the game).
Wolfenstein 3D (World)	This adaptation of the first-person shooter Wolfenstein 3D is not a straight port, but a remix with substantial changes as well as new additions. While the basic gameplay of exploring levels, shooting enemies, collecting treasures, keys and power-ups remain the same, only half of the original game's 60 levels have been retained. Each of those 30 levels (grouped into six missions, with two levels being secret ones) is a simplified version of an original level. The end bosses for the missions are taken from both Wolfenstein 3D and its prequel, Spear of Destiny.
Zero 5 (USA) (Beta)	ZERO 5 is a futuristic space shooter set in a 3-D, 360 degree playfield. The year is 2044 and the battle for Earth has begun. On the far reaches of the galaxy, a massive invasion force is assembling. Scanners at DEFCON have alerted you to the alien threat. The Earth's best pilots are dispatched in their BAMBAM cruisers to engage the enemy. Multiple weapons, driving soundtrack, non-stop combat, multiple power-ups, and 15 extended missions contribute to a shooters game with real depth.
Zool 2 (World)	The sequel to Zool sees him take on the bad guys Mental Block and Krool across 6 levels divided into 16 stages (Swan Lake, Bulberry Hill, Tooting Common, Snaking Pass, Mount Ices : 3 stages each and Mental Blockage : 1 stage). Additionally, Amiga CD32 version contains 1 extra level (Paper Plains : another 3 stages).nnnnnnZool 2 is a platform game where you control the titular &quot;Ninja of the Nth Dimension&quot; (or his girlfriend, Zooz, who can complete each level in a slightly different way) as he rampages through a variety of levels, collecting countless tasty treats, shooting any enemies that he encounters and finding bonuses (there's a variety of special power-ups Zool can find - for example, a bomb that follows him and can be blown up at any time to remove on-screen enemies or temporary invulnerability). New to the sequel is Zool's ability to scale walls and his new spinning attacks.
Zoop (USA, Europe)	Fast-paced action-puzzle game where the player eliminates colored shapes that are approaching his alter ego, another colored shape, before they reach the top, ala Tetris. In order to eliminate the other shapes, you must point your piece at it and 'fire'. If the shape is the same color as your piece, the shape is eliminated, as well as all of the shapes of the same color behind it, until your piece hits a piece of a different color. If the shape is of a different color, or it is hit when collecting a line of similar shapes, your piece exchanges colors with the shape.
